"kommunenummer","KomNavn","pop2000","pop2022","pop2034","pop2050","pop_change_2000_2022","pop_change_2022_2034","pop_change_2022_2050","km2_2000","km2_2022","km2_2034","km2_2050","km2_change_2000_2022","km2_change_2022_2034","km2_change_2022_2050"
5054,"Indre Fosen",10015,9899,9781,9501,-116,-118,-398,3.1137554347826,3.55360108695652,3.7935168972332,4.11340464426877,0.43984565217392,0.23991581027668,0.55980355731225
4224,"Åseral",878,912,890,832,34,-22,-80,0.557833695652171,0.929827173913047,1.13273270750988,1.40327341897234,0.371993478260876,0.202905533596833,0.473446245059293
1837,"Meløy",6796,6214,5818,5407,-582,-396,-807,1.02336847826087,1.36554456521738,1.55218606719368,1.80104140316206,0.34217608695651,0.1866415019763,0.43549683794468
5027,"Midtre Gauldal",5779,6120,6079,5986,341,-41,-134,1.50222717391304,1.730025,1.85427835968379,2.01994950592885,0.22779782608696,0.12425335968379,0.28992450592885
5046,"Høylandet",1335,1193,1156,1054,-142,-37,-139,0.317788043478261,0.274646739130434,0.251115118577076,0.21973962450593,-0.043141304347827,-0.023531620553358,-0.054907114624504
3203,"Asker",73892,96088,104860,112954,22196,8772,16866,19.5000163043476,25.1167402173912,28.1804078063241,32.2652979249012,5.6167239130436,3.0636675889329,7.14855770751
4633,"Fedje",682,502,596,605,-180,94,103,0.504459782608697,0.473096739130436,0.455989624505929,0.433180138339921,-0.031363043478261,-0.017107114624507,-0.039916600790515
4644,"Luster",5003,5246,5319,5118,243,73,-128,10.4037945652174,10.6786663043478,10.8285963438735,11.0285030632411,0.274871739130401,0.149930039525699,0.3498367588933
4018,"Nome",6648,6494,6592,6588,-154,98,94,1.77128804347825,2.27213804347826,2.54532895256917,2.90958349802372,0.50085000000001,0.27319090909091,0.63744545454546
5624,"Lebesby",1463,1221,1255,1308,-242,34,87,2.01435652173913,1.94016521739131,1.89969723320158,1.84573992094862,-0.07419130434782,-0.04046798418973,-0.0944252964426899
5542,"Skjervøy",2934,2804,2804,2711,-130,0,-93,0.567958695652176,0.502258695652174,0.46642233201581,0.418640513833992,-0.0657000000000021,-0.0358363636363639,-0.083618181818182
1871,"Andøy",5744,4572,4476,4301,-1172,-96,-271,2.14453369565218,2.12436195652174,2.11335918972332,2.0986888339921,-0.0201717391304399,-0.0110027667984198,-0.02567312252964
3209,"Ullensaker",20160,41565,50505,57478,21405,8940,15913,16.2621097826085,21.5590989130434,24.4483657114625,28.3007214426878,5.2969891304349,2.8892667984191,6.7416225296444
1160,"Vindafjord",8135,8775,8989,8972,640,214,197,3.32144999999998,4.46284565217391,5.08542509881424,5.91553102766799,1.14139565217393,0.62257944664033,1.45268537549408
5031,"Malvik",11132,14425,16122,17357,3293,1697,2932,3.39548478260869,3.70747173913043,3.87764644268775,4.10454604743083,0.31198695652174,0.17017470355732,0.3970743083004
1870,"Sortland - Suortá",9230,10468,10692,10529,1238,224,61,1.66819891304348,1.8947054347826,2.01825444664032,2.18298646245059,0.22650652173912,0.12354901185772,0.28828102766799
5628,"Deatnu - Tana",3074,2821,2848,2838,-253,27,17,4.80259565217392,4.70187391304348,4.64693478260869,4.57368260869565,-0.10072173913044,-0.0549391304347902,-0.12819130434783
3443,"Vestre Toten",13065,13572,14242,14816,507,670,1244,2.90560108695652,3.19146847826086,3.34739614624506,3.55529970355731,0.28586739130434,0.1559276679842,0.36383122529645
4614,"Stord",16144,18919,19496,19505,2775,577,586,4.92870326086953,6.20500108695649,6.90116353754941,7.8293801383399,1.27629782608696,0.69616245059292,1.62437905138341
1557,"Gjemnes",2683,2669,2849,2946,-14,180,277,0.573740217391305,0.539598913043478,0.52097638339921,0.496146343873518,-0.034141304347827,-0.0186225296442679,-0.0434525691699599
3423,"Stor-Elvdal",3012,2318,2398,2500,-694,80,182,1.96130543478261,1.82605108695652,1.75227598814229,1.65390918972332,-0.13525434782609,-0.0737750988142301,-0.1721418972332
3107,"Fredrikstad",67761,83892,89730,95318,16131,5838,11426,30.3088597826086,37.1886358695651,40.9412410079051,45.9447145256917,6.8797760869565,3.75260513834,8.7560786561266
4204,"Kristiansand",86779,113737,127794,139635,26958,14057,25898,30.9696945652173,39.3291489130435,43.888851284585,49.9684544466403,8.3594543478262,4.5597023715415,10.6393055335968
5538,"Storfjord - Omasvuotna - Omasvuono",1872,1836,1785,1745,-36,-51,-91,1.66249565217391,1.74983478260869,1.7974743083004,1.86099367588933,0.0873391304347799,0.0476395256917099,0.11115889328064
3442,"Østre Toten",14103,14827,14826,15071,724,-1,244,2.79404021739129,3.27313369565216,3.53445741106719,3.88288903162055,0.47909347826087,0.26132371541503,0.60975533596839
1875,"Hábmer - Hamarøy",2721,2708,2849,2851,-13,141,143,8.07420326086957,8.31816195652173,8.45123033596838,8.62865484189723,0.243958695652159,0.13306837944665,0.310492885375501
5503,"Harstad - Hárstták",23627,24804,24925,24318,1177,121,-486,4.07248043478261,4.44269347826087,4.64462786561264,4.91387371541502,0.370213043478261,0.20193438735177,0.47118023715415
5540,"Gáivuotna - Kåfjord - Kaivuono",2369,2012,1841,1758,-357,-171,-254,0.720058695652178,0.620941304347825,0.566877272727274,0.494791897233202,-0.0991173913043529,-0.0540640316205511,-0.126149407114623
4648,"Bremanger",4170,3521,3056,2771,-649,-465,-750,4.1082652173913,4.46325652173913,4.65688814229249,4.91506363636363,0.35499130434783,0.193631620553361,0.451807114624501
3232,"Nittedal",18639,24947,28270,30903,6308,3323,5956,3.57886956521733,4.97653043478256,5.7388909090909,6.75537154150196,1.39766086956523,0.76236047430834,1.7788411067194
4620,"Ulvik",1222,1051,1204,1215,-171,153,164,3.57684456521739,4.15039891304346,4.46324673913044,4.88037717391305,0.57355434782607,0.31284782608698,0.72997826086959
5043,"Raarvihke - Røyrvik",595,441,406,383,-154,-35,-58,0.242481521739132,0.187875,0.158089624505929,0.118375790513834,-0.054606521739132,-0.029785375494071,-0.069499209486166
1826,"Aarborte - Hattfjelldal",1634,1273,1230,1140,-361,-43,-133,0.706754347826099,0.267045652173913,0.0272045454545449,0,-0.439708695652186,-0.239841106719368,-0.267045652173913
5603,"Hammerfest - Hámmerfeasta",10319,11274,11340,11125,955,66,-149,2.27151195652173,2.68185326086956,2.90567579051383,3.20410583003953,0.41034130434783,0.22382252964427,0.52225256916997
5512,"Dielddanuorri - Tjeldsund",4636,4201,4493,4448,-435,292,247,1.61082391304347,2.10461086956521,2.37394920948616,2.73306699604742,0.49378695652174,0.26933833992095,0.62845612648221
5622,"Porsanger - Porsángu - Porsanki",4451,3904,3785,3617,-547,-119,-287,3.70246304347826,3.93407608695652,4.0604104743083,4.22885632411067,0.23161304347826,0.12633438735178,0.29478023715415
5636,"Unjárga - Nesseby",965,854,927,944,-111,73,90,0.503765217391308,0.360626086956522,0.282550197628458,0.178449011857707,-0.143139130434786,-0.078075889328064,-0.182177075098815
