"kommunenummer","KomNavn","km2_2000","km2_2001","km2_2002","km2_2003","km2_2004","km2_2005","km2_2006","km2_2007","km2_2008","km2_2009","km2_2010","km2_2011","km2_2012","km2_2013","km2_2014","km2_2015","km2_2016","km2_2017","km2_2018","km2_2019","km2_2020","km2_2021","km2_2022","km2_2023","km2_2024","km2_2025","km2_2026","km2_2027","km2_2028","km2_2029","km2_2030","km2_2031","km2_2032","km2_2033","km2_2034","km2_2035","km2_2036","km2_2037","km2_2038","km2_2039","km2_2040","km2_2041","km2_2042","km2_2043","km2_2044","km2_2045","km2_2046","km2_2047","km2_2048","km2_2049","km2_2050"
4223,"Vennesla",3.357,3.3921,3.5118,3.591,3.6045,3.7656,3.7224,3.7332,3.5802,3.8016,3.9915,4.0743,4.095,4.1373,4.2813,4.5036,4.7142,4.6728,4.5918,4.6665,4.6017,4.5603,4.59,4.86059407114623,4.92673162055334,4.99286916996045,5.05900671936757,5.12514426877468,5.19128181818179,5.25741936758891,5.32355691699602,5.38969446640314,5.45583201581025,5.52196956521736,5.5881071146245,5.65424466403162,5.72038221343873,5.78651976284584,5.85265731225296,5.91879486166007,5.98493241106719,6.0510699604743,6.11720750988141,6.18334505928853,6.24948260869564,6.31562015810275,6.38175770750987,6.44789525691698,6.51403280632409,6.58017035573121,6.64630790513832
3222,"Lørenskog",7.0056,7.0101,7.0398,7.1136,7.0209,7.263,7.4241,7.2324,7.3413,7.6221,7.5168,7.731,7.668,7.5753,7.7418,7.9866,7.8732,8.1099,7.9614,8.0613,8.3007,8.4186,8.1927,8.37980039525694,8.44329752964429,8.50679466403162,8.57029179841897,8.63378893280632,8.69728606719368,8.76078320158103,8.82428033596838,8.88777747035574,8.95127460474309,9.01477173913045,9.0782688735178,9.14176600790515,9.2052631422925,9.26876027667986,9.33225741106721,9.39575454545457,9.45925167984192,9.52274881422924,9.5862459486166,9.64974308300395,9.7132402173913,9.77673735177866,9.84023448616601,9.90373162055337,9.96722875494072,10.0307258893281,10.0942230237154
1866,"Hadsel",0.6309,0.6588,0.6687,0.7677,0.7128,0.6903,0.6948,0.7875,0.7947,0.7416,0.7497,0.8046,0.8865,0.7308,0.8091,0.792,0.7398,0.7704,0.7461,0.8019,0.8136,0.756,0.7974,0.819334387351778,0.824765513833991,0.830196640316205,0.835627766798418,0.841058893280632,0.846490019762844,0.851921146245058,0.857352272727272,0.862783399209485,0.868214525691699,0.873645652173912,0.879076778656126,0.88450790513834,0.889939031620552,0.895370158102766,0.900801284584979,0.906232411067193,0.911663537549406,0.91709466403162,0.922525790513834,0.927956916996046,0.93338804347826,0.938819169960473,0.944250296442687,0.9496814229249,0.955112549407114,0.960543675889328,0.96597480237154
1133,"Hjelmeland",1.1799,1.2177,1.2825,1.2348,1.152,1.2069,1.2663,1.2897,1.3365,1.3581,1.3752,1.3176,1.2825,1.4229,1.2969,1.3662,1.4139,1.3626,1.4571,1.5165,1.3167,1.3707,1.4481,1.4561466403162,1.46708893280632,1.47803122529644,1.48897351778656,1.49991581027668,1.5108581027668,1.52180039525692,1.53274268774703,1.54368498023715,1.55462727272727,1.56556956521739,1.57651185770751,1.58745415019763,1.59839644268775,1.60933873517786,1.62028102766798,1.6312233201581,1.64216561264822,1.65310790513834,1.66405019762845,1.67499249011857,1.68593478260869,1.69687707509881,1.70781936758893,1.71876166007905,1.72970395256917,1.74064624505929,1.7515885375494
5021,"Oppdal",3.8511,4.0707,4.3119,4.6692,4.6512,4.716,4.5531,5.0193,4.8915,4.7556,4.8951,5.1048,4.6008,4.7421,4.5513,4.329,4.3704,4.7673,4.6584,4.5243,4.5666,4.4784,4.3578,4.65680276679842,4.66285553359684,4.66890830039526,4.67496106719368,4.68101383399209,4.68706660079051,4.69311936758893,4.69917213438735,4.70522490118577,4.71127766798419,4.71733043478261,4.72338320158103,4.72943596837945,4.73548873517787,4.74154150197628,4.7475942687747,4.75364703557312,4.75969980237154,4.76575256916996,4.77180533596838,4.7778581027668,4.78391086956522,4.78996363636363,4.79601640316205,4.80206916996047,4.80812193675889,4.81417470355731,4.82022747035573
5526,"Sørreisa",0.54,0.5481,0.5796,0.5535,0.5616,0.5652,0.5508,0.5877,0.5715,0.6003,0.6084,0.7137,0.6228,0.6111,0.5931,0.6183,0.6201,0.6237,0.6606,0.6624,0.6561,0.6894,0.6309,0.67358418972332,0.679104249011858,0.684624308300395,0.690144367588933,0.69566442687747,0.701184486166007,0.706704545454545,0.712224604743084,0.717744664031621,0.723264723320159,0.728784782608696,0.734304841897234,0.739824901185771,0.745344960474308,0.750865019762846,0.756385079051383,0.761905138339921,0.767425197628458,0.772945256916996,0.778465316205534,0.783985375494072,0.789505434782609,0.795025494071147,0.800545553359684,0.806065612648222,0.811585671936759,0.817105731225296,0.822625790513834
5025,"Røros - Rossen",1.7676,1.9287,1.8999,1.8567,1.9143,1.8315,1.8351,1.746,1.701,1.746,1.7919,1.8558,1.9557,1.845,1.9395,1.8756,1.8972,1.8207,1.6686,1.6497,1.8072,1.7271,1.6011,1.73767588932806,1.73153330039526,1.72539071146245,1.71924812252965,1.71310553359684,1.70696294466403,1.70082035573123,1.69467776679842,1.68853517786561,1.68239258893281,1.67625,1.67010741106719,1.66396482213439,1.65782223320158,1.65167964426878,1.64553705533597,1.63939446640316,1.63325187747036,1.62710928853755,1.62096669960474,1.61482411067194,1.60868152173913,1.60253893280632,1.59639634387352,1.59025375494071,1.58411116600791,1.5779685770751,1.57182598814229
3214,"Frogn",3.7611,3.5775,3.6396,3.8196,3.8583,3.8781,4.059,4.1175,4.1265,4.2219,4.1031,4.2768,4.3002,4.374,4.4541,4.5252,4.545,4.6161,4.6296,4.5378,4.6908,4.7277,4.5891,4.84300316205534,4.89358458498024,4.94416600790514,4.99474743083005,5.04532885375495,5.09591027667984,5.14649169960474,5.19707312252965,5.24765454545455,5.29823596837945,5.34881739130435,5.39939881422926,5.44998023715416,5.50056166007905,5.55114308300395,5.60172450592886,5.65230592885376,5.70288735177866,5.75346877470356,5.80405019762847,5.85463162055337,5.90521304347826,5.95579446640316,6.00637588932807,6.05695731225297,6.10753873517787,6.15812015810277,6.20870158102766
4650,"Gloppen",3.3246,3.5415,3.6972,3.618,3.5433,3.4515,3.3705,3.5478,3.4749,4.0527,3.7422,4.0122,3.4056,3.2427,3.2517,3.2166,3.1851,3.366,3.3417,3.3093,3.1365,3.1626,3.1734,3.20763913043478,3.18810326086956,3.16856739130435,3.14903152173913,3.12949565217391,3.10995978260869,3.09042391304348,3.07088804347826,3.05135217391304,3.03181630434783,3.01228043478261,2.99274456521739,2.97320869565217,2.95367282608696,2.93413695652174,2.91460108695652,2.89506521739131,2.87552934782608,2.85599347826087,2.83645760869565,2.81692173913044,2.79738586956522,2.77785,2.75831413043478,2.73877826086956,2.71924239130435,2.69970652173913,2.68017065217391
1514,"Sande",0.7749,0.8208,0.8352,0.7686,0.7533,0.7254,0.7101,0.7389,0.747,0.7245,0.72,0.7218,0.7299,0.756,0.7452,0.6597,0.7515,0.7533,0.6921,0.6912,0.6372,0.7335,0.7623,0.692996442687747,0.689324407114624,0.685652371541503,0.68198033596838,0.678308300395258,0.674636264822135,0.670964229249012,0.667292193675889,0.663620158102766,0.659948122529645,0.656276086956523,0.6526040513834,0.648932015810277,0.645259980237154,0.641587944664031,0.637915909090909,0.634243873517788,0.630571837944665,0.626899802371542,0.623227766798419,0.619555731225296,0.615883695652174,0.612211660079052,0.60853962450593,0.604867588932807,0.601195553359684,0.597523517786561,0.593851482213439
4642,"Lærdal",3.6045,4.6521,5.202,5.9157,5.7213,6.0309,5.6826,5.6916,5.3874,5.3559,5.724,5.9625,5.6916,6.399,5.8338,5.5449,5.3217,6.3279,6.1821,6.1713,5.7618,5.2974,5.4882,6.0839928853755,6.1237814229249,6.16356996047431,6.20335849802371,6.24314703557313,6.28293557312253,6.32272411067194,6.36251264822134,6.40230118577075,6.44208972332016,6.48187826086957,6.52166679841897,6.56145533596838,6.60124387351778,6.6410324110672,6.6808209486166,6.72060948616601,6.76039802371541,6.80018656126483,6.83997509881423,6.87976363636364,6.91955217391304,6.95934071146246,6.99912924901186,7.03891778656127,7.07870632411067,7.11849486166007,7.15828339920948
1505,"Kristiansund",6.6078,6.6582,6.7959,6.8085,6.9543,7.1235,7.0659,7.1928,7.2531,7.4007,7.542,7.5186,7.8345,8.0469,8.1459,7.9434,8.0658,8.1909,8.1036,8.1864,8.1009,8.0334,8.1198,8.49889920948618,8.57781907114625,8.65673893280632,8.7356587944664,8.81457865612649,8.89349851778656,8.97241837944664,9.05133824110673,9.1302581027668,9.20917796442687,9.28809782608697,9.36701768774704,9.44593754940711,9.52485741106718,9.60377727272728,9.68269713438735,9.76161699604742,9.84053685770752,9.91945671936759,9.99837658102766,10.0772964426878,10.1562163043478,10.2351361660079,10.314056027668,10.3929758893281,10.4718957509881,10.5508156126482,10.6297354743083
4221,"Valle",1.1025,1.1205,1.1043,1.1619,1.0674,1.1079,1.161,1.2654,1.2393,1.2879,1.2402,1.2339,1.1565,1.1637,1.1466,1.1727,1.1943,1.1844,1.2024,1.1457,1.1043,1.3347,1.413,1.25876561264822,1.26471166007905,1.27065770750988,1.27660375494071,1.28254980237154,1.28849584980237,1.2944418972332,1.30038794466403,1.30633399209486,1.31228003952569,1.31822608695652,1.32417213438735,1.33011818181818,1.33606422924901,1.34201027667984,1.34795632411067,1.3539023715415,1.35984841897233,1.36579446640316,1.37174051383399,1.37768656126482,1.38363260869565,1.38957865612648,1.39552470355731,1.40147075098814,1.40741679841897,1.4133628458498,1.41930889328063
3449,"Sør-Aurdal",0.828,0.801,0.8658,0.8514,0.8199,0.8406,0.8127,0.8343,0.7389,0.7281,0.7668,0.7857,0.8235,0.8568,0.8766,0.8298,0.8478,0.8019,0.7767,0.783,0.8154,0.8361,0.8748,0.819750592885376,0.81996314229249,0.820175691699605,0.820388241106719,0.820600790513834,0.820813339920949,0.821025889328063,0.821238438735178,0.821450988142292,0.821663537549407,0.821876086956522,0.822088636363636,0.822301185770751,0.822513735177866,0.82272628458498,0.822938833992095,0.823151383399209,0.823363932806324,0.823576482213439,0.823789031620553,0.824001581027668,0.824214130434783,0.824426679841897,0.824639229249012,0.824851778656126,0.825064328063241,0.825276877470356,0.82548942687747
3240,"Eidsvoll",5.9292,5.9103,5.976,5.2695,5.3397,5.5197,5.805,5.9652,5.5647,5.9913,6.5619,6.9291,7.2126,7.4385,7.9146,7.8183,7.8615,8.1,8.2746,8.4546,8.4276,8.5905,8.361,8.88382529644268,9.04727667984186,9.2107280632411,9.37417944664029,9.53763083003952,9.7010822134387,9.86453359683794,10.0279849802371,10.1914363636364,10.3548877470355,10.5183391304348,10.681790513834,10.8452418972332,11.0086932806324,11.1721446640316,11.3355960474308,11.49904743083,11.6624988142292,11.8259501976285,11.9894015810276,12.1528529644269,12.3163043478261,12.4797557312253,12.6432071146245,12.8066584980237,12.9701098814229,13.1335612648221,13.2970126482213
4645,"Askvoll",0.8919,0.9045,1.0035,0.9891,1.0404,1.0044,1.0116,0.9873,0.9801,0.9306,0.9549,0.9423,0.9603,1.017,0.9945,0.9054,0.9729,0.9639,0.8973,0.9558,0.9342,0.9432,0.9585,0.947173517786561,0.945874209486166,0.94457490118577,0.943275592885375,0.94197628458498,0.940676976284585,0.939377667984189,0.938078359683794,0.936779051383399,0.935479743083004,0.934180434782608,0.932881126482213,0.931581818181818,0.930282509881423,0.928983201581027,0.927683893280632,0.926384584980237,0.925085276679842,0.923785968379446,0.922486660079051,0.921187351778656,0.919888043478261,0.918588735177865,0.91728942687747,0.915990118577075,0.91469081027668,0.913391501976284,0.912092193675889
3322,"Nesbyen",1.0953,1.0755,1.2159,1.3041,1.3572,1.2087,1.1358,1.2006,1.1808,1.2339,1.2114,1.2231,1.0377,1.0773,1.1142,1.0431,1.116,0.9873,0.9981,1.0494,1.053,1.1412,1.2159,1.06204268774704,1.05534515810277,1.0486476284585,1.04195009881423,1.03525256916996,1.02855503952569,1.02185750988142,1.01515998023715,1.00846245059288,1.00176492094862,0.995067391304347,0.988369861660079,0.98167233201581,0.97497480237154,0.968277272727272,0.961579743083003,0.954882213438735,0.948184683794466,0.941487154150198,0.934789624505928,0.92809209486166,0.921394565217391,0.914697035573123,0.907999505928853,0.901301976284585,0.894604446640316,0.887906916996046,0.881209387351778
1106,"Haugesund",9.9792,10.269,10.3266,10.2537,10.269,10.2024,10.5156,10.5489,11.0835,11.1987,11.322,11.1159,10.4697,10.7838,10.7757,10.3176,10.6677,10.5966,10.6965,10.6416,10.5282,10.8522,11.2158,10.9555256916996,10.9821459486166,11.0087662055336,11.0353864624506,11.0620067193676,11.0886269762846,11.1152472332016,11.1418674901186,11.1684877470356,11.1951080039526,11.2217282608696,11.2483485177866,11.2749687747036,11.3015890316206,11.3282092885376,11.3548295454546,11.3814498023715,11.4080700592885,11.4346903162055,11.4613105731225,11.4879308300395,11.5145510869565,11.5411713438735,11.5677916007905,11.5944118577075,11.6210321146245,11.6476523715415,11.6742726284585
1576,"Aure",1.8513,1.8666,1.9665,1.935,1.9917,1.9395,1.9764,1.9908,1.9026,1.8954,1.8963,1.9323,1.9548,2.0169,2.0493,1.8522,1.9098,1.9611,1.809,1.7721,1.7064,1.8153,1.917,1.85297549407115,1.84830207509881,1.84362865612648,1.83895523715415,1.83428181818182,1.82960839920949,1.82493498023715,1.82026156126482,1.81558814229249,1.81091472332016,1.80624130434783,1.80156788537549,1.79689446640316,1.79222104743083,1.7875476284585,1.78287420948617,1.77820079051383,1.7735273715415,1.76885395256917,1.76418053359684,1.75950711462451,1.75483369565217,1.75016027667984,1.74548685770751,1.74081343873518,1.73614001976285,1.73146660079051,1.72679318181818
3419,"Våler (Innlandet)",1.7784,1.7271,1.7586,1.7334,1.7334,1.773,1.7343,1.6479,1.5552,1.7208,1.7559,1.7766,1.7181,1.7757,1.8396,1.7469,1.7721,1.7415,1.8243,1.9125,1.8297,1.8477,1.7919,1.82448498023715,1.82980583003953,1.8351266798419,1.84044752964427,1.84576837944664,1.85108922924901,1.85641007905138,1.86173092885376,1.86705177865613,1.8723726284585,1.87769347826087,1.88301432806324,1.88833517786561,1.89365602766799,1.89897687747036,1.90429772727273,1.9096185770751,1.91493942687747,1.92026027667984,1.92558112648221,1.93090197628459,1.93622282608696,1.94154367588933,1.9468645256917,1.95218537549407,1.95750622529644,1.96282707509881,1.96814792490119
1836,"Rødøy",0.4014,0.7542,0.8496,0.6957,0.5958,0.4671,0.5085,0.5535,0.7875,0.693,0.6633,0.5094,0.3492,0.3618,0.3681,0.4194,0.4221,0.4806,0.5364,0.5445,0.4878,0.3942,0.3681,0.388984980237153,0.377156916996045,0.36532885375494,0.353500790513832,0.341672727272728,0.32984466403162,0.318016600790512,0.306188537549407,0.294360474308299,0.282532411067191,0.270704347826087,0.258876284584979,0.247048221343871,0.235220158102766,0.223392094861659,0.211564031620551,0.199735968379446,0.187907905138338,0.176079841897234,0.164251778656126,0.152423715415018,0.140595652173913,0.128767588932805,0.116939525691697,0.105111462450593,0.0932833992094849,0.081455335968377,0.0696272727272724
4010,"Siljan",0.4644,0.5013,0.5229,0.567,0.5922,0.5598,0.6021,0.6093,0.5598,0.5535,0.576,0.5607,0.5832,0.6237,0.6291,0.6381,0.6786,0.7056,0.6714,0.6804,0.6813,0.6804,0.7065,0.713945454545455,0.722907213438733,0.731868972332015,0.740830731225296,0.749792490118578,0.758754249011856,0.767716007905138,0.776677766798419,0.785639525691701,0.794601284584979,0.80356304347826,0.812524802371542,0.82148656126482,0.830448320158102,0.839410079051383,0.848371837944665,0.857333596837943,0.866295355731225,0.875257114624506,0.884218873517787,0.893180632411066,0.902142391304347,0.911104150197629,0.92006590909091,0.929027667984189,0.93798942687747,0.946951185770752,0.95591294466403
3415,"Sør-Odal",2.3274,2.4831,2.4165,2.2563,2.3301,2.2653,2.2725,2.1825,2.1816,2.2698,2.3508,2.3463,2.8737,3.1527,3.2958,3.2643,3.3714,3.1851,3.3975,3.4344,3.2859,3.3831,3.2598,3.53475533596838,3.59893458498024,3.6631138339921,3.72729308300395,3.79147233201581,3.85565158102766,3.91983083003952,3.98401007905138,4.04818932806323,4.11236857707509,4.17654782608694,4.2407270750988,4.30490632411066,4.36908557312251,4.43326482213437,4.49744407114623,4.56162332015808,4.62580256916996,4.68998181818182,4.75416106719368,4.81834031620553,4.88251956521739,4.94669881422925,5.0108780632411,5.07505731225296,5.13923656126481,5.20341581027667,5.26759505928853
1508,"Ålesund",10.0557,10.008,10.7496,10.6434,10.71,10.6587,10.3752,10.6722,10.6227,10.8918,11.007,11.0853,11.1645,11.6244,11.7756,11.5776,11.5812,12.2841,12.321,12.4497,12.7233,12.7422,12.708,12.7993019762845,12.9223191699604,13.0453363636364,13.1683535573122,13.2913707509881,13.414387944664,13.5374051383399,13.6604223320158,13.7834395256917,13.9064567193676,14.0294739130434,14.1524911067193,14.2755083003953,14.3985254940711,14.521542687747,14.6445598814229,14.7675770750988,14.8905942687747,15.0136114624506,15.1366286561265,15.2596458498023,15.3826630434782,15.5056802371541,15.62869743083,15.7517146245059,15.8747318181818,15.9977490118577,16.1207662055336
4617,"Kvinnherad",5.8455,5.9769,6.0813,6.2064,5.8491,5.7726,5.9436,6.048,6.2424,6.1272,6.5925,6.6348,6.147,5.9445,6.0588,6.0912,5.9715,5.8887,6.1236,6.0327,6.0345,5.9643,5.9697,6.07908735177866,6.08007361660079,6.08105988142292,6.08204614624506,6.08303241106719,6.08401867588933,6.08500494071146,6.0859912055336,6.08697747035573,6.08796373517787,6.08895,6.08993626482213,6.09092252964427,6.0919087944664,6.09289505928854,6.09388132411067,6.09486758893281,6.09585385375494,6.09684011857708,6.09782638339921,6.09881264822134,6.09979891304348,6.10078517786561,6.10177144268775,6.10275770750988,6.10374397233202,6.10473023715415,6.10571650197628
1532,"Giske",1.5309,1.5219,1.7748,1.7559,1.7811,1.6974,1.6875,1.7028,1.7631,1.8387,1.8495,1.9305,2.0268,2.1933,2.2311,2.2212,2.1852,2.2185,2.2329,2.2689,2.2626,2.2293,2.2527,2.39791304347826,2.43412826086957,2.47034347826087,2.50655869565218,2.54277391304349,2.57898913043479,2.6152043478261,2.6514195652174,2.68763478260869,2.72385,2.76006521739131,2.79628043478261,2.83249565217392,2.86871086956522,2.90492608695653,2.94114130434783,2.97735652173914,3.01357173913044,3.04978695652175,3.08600217391306,3.12221739130435,3.15843260869565,3.19464782608696,3.23086304347826,3.26707826086957,3.30329347826087,3.33950869565218,3.37572391304349
4628,"Vaksdal",1.1907,1.2834,1.2843,1.3068,1.1763,1.1826,1.1079,1.1754,1.1691,1.2069,1.2366,1.2807,1.2159,1.224,1.2078,1.2213,1.1646,1.17,1.2195,1.2573,1.2834,1.2537,1.2627,1.23175138339921,1.23265494071146,1.23355849802372,1.23446205533597,1.23536561264822,1.23626916996047,1.23717272727273,1.23807628458498,1.23897984189723,1.23988339920949,1.24078695652174,1.24169051383399,1.24259407114624,1.2434976284585,1.24440118577075,1.245304743083,1.24620830039526,1.24711185770751,1.24801541501976,1.24891897233202,1.24982252964427,1.25072608695652,1.25162964426877,1.25253320158103,1.25343675889328,1.25434031620553,1.25524387351779,1.25614743083004
3122,"Marker",1.7793,1.9017,2.0745,2.1438,2.1168,2.1582,2.2104,2.052,2.0772,2.2239,2.187,2.1834,2.2878,2.3823,2.4498,2.5434,2.6424,2.8224,2.8818,2.9142,2.8611,2.7972,2.664,2.91973162055337,2.96610563241107,3.01247964426878,3.05885365612648,3.10522766798419,3.15160167984189,3.19797569169961,3.24434970355732,3.29072371541502,3.33709772727273,3.38347173913043,3.42984575098814,3.47621976284586,3.52259377470356,3.56896778656127,3.61534179841897,3.66171581027668,3.70808982213438,3.7544638339921,3.80083784584981,3.84721185770751,3.89358586956522,3.93995988142292,3.98633389328063,4.03270790513833,4.07908191699605,4.12545592885376,4.17182994071146
5049,"Flatanger",0.4176,0.4167,0.4356,0.432,0.4032,0.3924,0.4005,0.4365,0.4275,0.4293,0.4347,0.4167,0.423,0.4554,0.4761,0.4824,0.4653,0.4671,0.4491,0.4851,0.5256,0.5418,0.5346,0.512011067193675,0.517185177865612,0.522359288537549,0.527533399209485,0.532707509881422,0.537881620553359,0.543055731225296,0.548229841897232,0.553403952569169,0.558578063241106,0.563752173913043,0.568926284584979,0.574100395256916,0.579274505928853,0.58444861660079,0.589622727272726,0.594796837944663,0.5999709486166,0.605145059288537,0.610319169960473,0.61549328063241,0.620667391304347,0.625841501976284,0.63101561264822,0.636189723320157,0.641363833992094,0.646537944664031,0.651712055335969
5053,"Inderøy",1.2951,1.3869,1.4139,1.4796,1.5714,1.4508,1.5885,1.6137,1.5525,1.422,1.4679,1.3923,1.5372,1.6011,1.6857,1.7136,1.7064,1.5489,1.6137,1.6245,1.7802,1.701,1.5714,1.71111699604743,1.7242959486166,1.73747490118577,1.75065385375494,1.76383280632411,1.77701175889328,1.79019071146245,1.80336966403162,1.81654861660079,1.82972756916996,1.84290652173913,1.8560854743083,1.86926442687747,1.88244337944664,1.89562233201581,1.90880128458498,1.92198023715415,1.93515918972332,1.94833814229249,1.96151709486166,1.97469604743083,1.987875,2.00105395256917,2.01423290513834,2.02741185770751,2.04059081027668,2.05376976284585,2.06694871541502
3434,"Lom",6.3333,7.8669,9.6255,11.2032,11.628,12.2913,11.4003,11.7243,10.3284,10.9143,12.2607,12.9051,9.8379,10.4337,10.0332,9.7677,9.4401,10.5246,10.2294,10.5849,10.296,9.6183,9.8559,10.5743988142293,10.5892834980237,10.6041681818182,10.6190528656127,10.6339375494071,10.6488222332016,10.663706916996,10.6785916007905,10.693476284585,10.7083609683794,10.7232456521739,10.7381303359684,10.7530150197629,10.7678997035573,10.7827843873518,10.7976690711462,10.8125537549407,10.8274384387352,10.8423231225296,10.8572078063241,10.8720924901186,10.886977173913,10.9018618577075,10.916746541502,10.9316312252964,10.9465159090909,10.9614005928854,10.9762852766798
5036,"Frosta",1.2852,1.3986,1.3185,1.4445,1.3167,1.3284,1.4544,1.5183,1.4589,1.404,1.3878,1.3977,1.4427,1.4607,1.5678,1.5237,1.4544,1.3446,1.4076,1.3725,1.4697,1.5291,1.3842,1.47295138339921,1.47732776679842,1.48170415019763,1.48608053359684,1.49045691699605,1.49483330039526,1.49920968379447,1.50358606719368,1.50796245059289,1.5123388339921,1.51671521739131,1.52109160079052,1.52546798418972,1.52984436758893,1.53422075098814,1.53859713438735,1.54297351778656,1.54734990118577,1.55172628458498,1.55610266798419,1.5604790513834,1.56485543478261,1.56923181818182,1.57360820158103,1.57798458498024,1.58236096837945,1.58673735177866,1.59111373517787
3401,"Kongsvinger",4.6296,4.815,4.9338,4.419,4.5252,4.3938,4.3047,4.1598,4.2669,4.4163,4.6125,4.4856,4.7367,4.9167,5.1363,4.9635,5.1435,4.9734,5.2461,5.355,5.0931,5.1759,5.0643,5.21094308300395,5.24748290513835,5.28402272727273,5.32056254940711,5.35710237154151,5.39364219367589,5.43018201581028,5.46672183794467,5.50326166007905,5.53980148221345,5.57634130434783,5.61288112648222,5.64942094861661,5.685960770751,5.72250059288538,5.75904041501977,5.79558023715416,5.83212005928854,5.86865988142293,5.90519970355732,5.9417395256917,5.9782793478261,6.01481916996048,6.05135899209486,6.08789881422926,6.12443863636364,6.16097845849802,6.19751828063242
4630,"Osterøy",1.4076,1.5318,1.6533,1.5255,1.6083,1.5471,1.5219,1.5408,1.5633,1.4994,1.5444,1.5408,1.5408,1.5606,1.5408,1.5822,1.5048,1.5228,1.5588,1.5498,1.5255,1.5714,1.5741,1.5549652173913,1.5558652173913,1.5567652173913,1.5576652173913,1.5585652173913,1.5594652173913,1.5603652173913,1.5612652173913,1.5621652173913,1.5630652173913,1.5639652173913,1.5648652173913,1.5657652173913,1.5666652173913,1.5675652173913,1.5684652173913,1.5693652173913,1.5702652173913,1.5711652173913,1.5720652173913,1.5729652173913,1.5738652173913,1.5747652173913,1.5756652173913,1.5765652173913,1.5774652173913,1.5783652173913,1.5792652173913
5035,"Stjørdal",7.3116,7.3485,7.4655,7.8264,7.902,7.8876,8.1972,8.1801,7.8669,7.8795,8.1378,8.0046,8.2548,8.2026,8.8614,8.8524,8.4582,8.0514,8.5383,8.5032,8.6922,8.5239,8.2026,8.74386640316206,8.7944469367589,8.84502747035574,8.89560800395258,8.94618853754941,8.99676907114625,9.04734960474309,9.09793013833993,9.14851067193677,9.19909120553361,9.24967173913043,9.30025227272727,9.35083280632411,9.40141333992095,9.45199387351778,9.50257440711462,9.55315494071146,9.6037354743083,9.65431600790514,9.70489654150198,9.75547707509882,9.80605760869565,9.85663814229249,9.90721867588933,9.95779920948617,10.008379743083,10.0589602766798,10.1095408102767
1874,"Moskenes",0.1674,0.1638,0.1692,0.1872,0.1593,0.1656,0.1665,0.2178,0.2097,0.2295,0.2232,0.216,0.2223,0.2349,0.2448,0.1926,0.1962,0.2007,0.171,0.2187,0.1746,0.1683,0.2187,0.212624110671937,0.213973221343874,0.215322332015811,0.216671442687747,0.218020553359684,0.219369664031621,0.220718774703558,0.222067885375494,0.223416996047431,0.224766106719368,0.226115217391305,0.227464328063241,0.228813438735178,0.230162549407115,0.231511660079052,0.232860770750988,0.234209881422925,0.235558992094862,0.236908102766799,0.238257213438735,0.239606324110672,0.240955434782609,0.242304545454546,0.243653656126482,0.245002766798419,0.246351877470356,0.247700988142293,0.249050098814229
4034,"Tokke",0.747,0.747,0.7056,0.702,0.7263,0.7794,0.7677,0.8262,0.783,0.765,0.7803,0.7659,0.7767,0.7875,0.8451,0.8748,0.8973,0.9738,1.0233,0.9864,1.0251,1.0305,1.0215,1.02242490118577,1.03756393280632,1.05270296442688,1.06784199604743,1.08298102766798,1.09812005928854,1.11325909090909,1.12839812252965,1.1435371541502,1.15867618577075,1.17381521739131,1.18895424901186,1.20409328063241,1.21923231225296,1.23437134387351,1.24951037549407,1.26464940711462,1.27978843873518,1.29492747035573,1.31006650197629,1.32520553359684,1.34034456521739,1.35548359683795,1.3706226284585,1.38576166007905,1.4009006916996,1.41603972332016,1.43117875494071
4602,"Kinn",7.7679,8.1252,8.5086,8.2062,8.1828,8.1288,8.1171,8.2431,8.3511,8.6337,8.4069,8.6526,8.622,8.4258,8.3223,7.9569,8.5041,9.0099,8.406,8.3601,8.4285,8.5293,8.3223,8.57046877470356,8.58825711462451,8.60604545454546,8.62383379446641,8.64162213438735,8.65941047430831,8.67719881422925,8.6949871541502,8.71277549407115,8.7305638339921,8.74835217391305,8.76614051383399,8.78392885375495,8.80171719367589,8.81950553359684,8.83729387351779,8.85508221343874,8.87287055335969,8.89065889328064,8.90844723320158,8.92623557312253,8.94402391304348,8.96181225296443,8.97960059288538,8.99738893280633,9.01517727272727,9.03296561264822,9.05075395256917
3426,"Tolga",0.5274,0.5652,0.5166,0.5454,0.5427,0.5526,0.5913,0.5544,0.5382,0.5463,0.5364,0.5598,0.5778,0.5328,0.5634,0.5508,0.5409,0.4671,0.459,0.486,0.5337,0.4797,0.4113,0.485299209486166,0.481614723320159,0.47793023715415,0.474245750988142,0.470561264822135,0.466876778656127,0.463192292490118,0.459507806324111,0.455823320158103,0.452138833992094,0.448454347826087,0.444769861660079,0.441085375494072,0.437400889328063,0.433716403162055,0.430031916996048,0.426347430830041,0.422662944664031,0.418978458498024,0.415293972332016,0.411609486166007,0.407925,0.404240513833993,0.400556027667985,0.396871541501976,0.393187055335969,0.389502569169961,0.385818083003952
